batter,avg_total_runs,avg_strike_rate,avg_runs_vs_team,avg_runs_at_stadium,Chennai Super Kings,Deccan Chargers,Delhi Capitals,Delhi Daredevils,Gujarat Lions,Gujarat Titans,Kings XI Punjab,Kochi Tuskers Kerala,Kolkata Knight Riders,Lucknow Super Giants,Mumbai Indians,Pune Warriors,Punjab Kings,Rajasthan Royals,Rising Pune Supergiant,Rising Pune Supergiants,Royal Challengers Bangalore,Royal Challengers Bengaluru,Sunrisers Hyderabad
RT Ponting,3.0,30.0,9.142857142857142,9.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,14.0,0.0,4.0,0.0,0.0,24.0,0.0,0.0
RV Gomez,0.0,0.0,5.857142857142857,7.047619047619048,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,5.5,0.0,0.0,26.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0
RV Patel,11.333333333333334,117.5,12.333333333333334,11.25,11.333333333333334,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,8.0
RV Uthappa,24.863636363636363,111.93748073392037,27.00599013685883,25.73502326550455,24.863636363636363,13.8,25.833333333333332,27.952380952380953,37.0,3.0,27.0,31.0,20.214285714285715,50.0,22.76923076923077,0.0,5.333333333333333,22.529411764705884,87.0,2.0,31.227272727272727,0.0,27.57894736842105
Rahmanullah Gurbaz,1.0,20.0,22.0,16.52777777777778,1.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,10.0,8.0,0.0,18.5,18.0,0.0,0.0,57.0,0.0,15.5
Ramandeep Singh,13.0,108.33333333333331,12.85,12.038095238095238,13.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,12.0,25.0,9.5,0.0,6.0,1.0,0.0,0.0,6.0,24.0,24.5
Rashid Khan,16.125,180.3075396825397,8.132175925925926,9.731944444444444,16.125,0.0,9.777777777777779,0.0,0.0,0.0,2.3333333333333335,0.0,8.6,0.0,9.25,0.0,2.0,9.666666666666666,3.0,0.0,8.5,18.0,10.333333333333334
Rasikh Salam,6.0,120.83333333333331,7.375,6.666666666666667,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,10.0,0.0
Ravi Bishnoi,2.0,100.0,2.5476190476190474,2.388888888888889,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.6666666666666667,0.0,2.0,0.0,1.5,0.0,0.0,0.0,2.6666666666666665,0.0,6.0
S Anirudha,9.333333333333334,107.5,12.055555555555555,8.714285714285714,0.0,9.333333333333334,0.0,0.0,0.0,0.0,0.5,0.0,33.5,0.0,7.5,3.5,0.0,18.0,0.0,0.0,0.0,0.0,0.0
S Aravind,0.0,0.0,5.5625,5.541666666666667,0.0,2.0,0.0,0.0,9.0,0.0,7.5,0.0,5.0,0.0,0.0,0.0,0.0,14.0,7.0,0.0,0.0,0.0,0.0
S Badree,3.0,100.0,3.0,1.8888888888888888,0.0,0.0,0.0,0.0,3.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
S Badrinath,10.875,98.05447770386792,23.30163139329806,26.07873015873016,0.0,10.875,0.0,23.125,0.0,0.0,30.625,16.0,34.333333333333336,0.0,22.928571428571427,39.8,0.0,19.25,0.0,0.0,12.777777777777779,0.0,0.0
S Chanderpaul,7.0,58.333333333333336,8.333333333333334,8.333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,16.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
S Dhawan,36.44827586206897,112.88305868677251,30.647012902110674,32.92498912540929,36.44827586206897,23.6,11.4,34.8,25.4,26.5,30.541666666666668,4.0,29.258064516129032,25.333333333333332,32.17857142857143,20.25,80.5,28.291666666666668,24.5,44.5,28.291666666666668,45.0,31.5
S Dube,26.25,99.15760869565216,26.44751984126984,25.444660894660892,26.25,0.0,18.875,0.0,0.0,20.428571428571427,17.5,0.0,28.166666666666668,36.25,21.9,0.0,19.333333333333332,26.0,0.0,0.0,64.33333333333333,20.5,17.833333333333332
S Gopal,9.0,117.14285714285714,7.975,8.446428571428571,9.0,0.0,7.25,11.0,0.0,0.0,8.333333333333334,0.0,11.5,0.0,4.666666666666667,0.0,0.0,1.0,0.0,2.0,7.0,0.0,18.0
S Kaul,7.0,77.77777777777779,2.958333333333333,2.761904761904762,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.75,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0
S Kaushik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S Ladda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S Lamichhane,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S Nadeem,3.333333333333333,55.35714285714285,2.1296296296296298,1.976923076923077,3.3333333333333335,0.0,2.0,0.0,0.0,0.0,1.5,0.0,3.3333333333333335,0.0,1.0,6.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
S Narwal,2.0,100.0,6.5,9.25,2.0,0.0,0.0,17.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S Rana,3.0,66.66666666666667,11.583333333333334,10.944444444444445,3.0,0.0,0.0,15.0,0.0,0.0,18.0,0.0,18.5,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,12.0
S Randiv,2.0,50.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S Sohal,20.33333333333333,99.8989898989899,17.98333333333333,20.228571428571428,20.333333333333332,19.5,0.0,32.5,0.0,0.0,7.0,1.0,25.5,0.0,17.0,17.0,0.0,2.0,0.0,0.0,38.0,0.0,0.0
S Sreesanth,0.0,0.0,2.25,2.6666666666666665,0.0,6.0,0.0,7.5,0.0,0.0,0.0,0.0,1.0,0.0,0.5,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
S Sriram,4.0,57.14285714285714,15.5,15.5,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S Tyagi,3.0,75.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S Vidyut,47.0,151.05263157894737,16.1,18.53333333333333,0.0,0.0,0.0,47.0,0.0,0.0,7.0,0.0,0.0,0.0,16.0,0.0,0.0,10.5,0.0,0.0,0.0,0.0,0.0
SA Abbott,7.0,140.0,7.333333333333333,7.333333333333333,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0
SA Asnodkar,27.4,124.01553166069296,21.39047619047619,18.604166666666668,27.4,22.0,0.0,18.333333333333332,0.0,0.0,6.0,0.0,23.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0
SA Yadav,22.666666666666668,91.55905555966402,28.553232522955707,26.83255053873687,22.666666666666668,0.0,22.363636363636363,18.857142857142858,7.333333333333333,50.0,19.0,0.0,37.25,15.666666666666666,20.428571428571427,0.0,46.166666666666664,33.142857142857146,30.0,60.0,25.0,52.0,25.529411764705884
SB Bangar,8.0,57.14285714285714,7.7,8.066666666666666,0.0,0.0,0.0,8.0,0.0,0.0,3.0,0.0,8.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,17.0,0.0,0.0
SB Dubey,0.0,0.0,11.0,11.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SB Jakati,7.0,97.2222222222222,5.666666666666667,5.6,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
SB Joshi,3.0,37.5,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
SB Styris,28.0,92.85714285714285,14.055555555555555,12.25,28.0,0.0,0.0,29.0,0.0,0.0,1.0,0.0,5.333333333333333,0.0,0.0,0.0,0.0,13.0,0.0,0.0,8.0,0.0,0.0
SB Wagh,1.0,50.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SC Ganguly,11.285714285714286,61.49613691630499,23.31220238095238,22.83533834586466,11.285714285714286,32.7,0.0,25.666666666666668,0.0,0.0,33.57142857142857,0.0,19.666666666666668,0.0,18.125,0.0,0.0,31.625,0.0,0.0,13.857142857142858,0.0,0.0
SD Chitnis,11.0,91.66666666666666,11.666666666666666,10.75,11.0,8.5,0.0,20.5,0.0,0.0,15.0,0.0,0.0,0.0,6.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SD Hope,12.0,136.66666666666669,20.928571428571427,19.875,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,6.0,24.5,41.0,0.0,33.0,1.0,0.0,0.0,0.0,29.0,0.0
SD Lad,15.0,115.38461538461536,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SE Bond,1.0,50.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SE Marsh,42.285714285714285,128.73522630524914,32.010439560439565,32.74449404761905,42.285714285714285,31.666666666666668,0.0,31.285714285714285,29.666666666666668,0.0,0.0,42.0,26.571428571428573,0.0,43.833333333333336,32.333333333333336,0.0,60.142857142857146,10.0,4.0,26.6,0.0,35.75
SE Rutherford,6.0,66.66666666666667,13.666666666666666,11.52777777777778,6.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,28.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,28.0,0.0,9.0
SH Johnson,5.0,100.0,2.0,2.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SJ Srivastava,2.0,125.0,1.0,1.1666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SK Raina,31.0,135.44226872176424,27.012166442009185,29.334370015948963,0.0,31.0,38.5,23.045454545454547,0.0,0.0,35.73913043478261,34.5,36.04347826086956,0.0,24.235294117647058,21.166666666666668,8.0,27.391304347826086,21.5,29.0,24.20689655172414,0.0,23.842105263157894
SK Trivedi,2.0,66.66666666666666,2.5357142857142856,3.05,2.0,5.0,0.0,4.25,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0
SK Warne,8.25,81.06060606060606,7.385416666666667,7.222222222222222,8.25,11.0,0.0,5.166666666666667,0.0,0.0,19.5,2.0,5.666666666666667,0.0,4.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0
SL Malinga,3.6,40.0,4.761111111111112,4.597222222222222,3.6,0.0,0.0,8.5,0.0,0.0,1.0,0.0,8.0,0.0,0.0,9.5,0.0,2.25,7.0,0.0,3.0,0.0,0.0
SM Curran,13.6,79.15584415584416,16.410930735930734,15.878947368421052,13.6,0.0,18.625,0.0,0.0,15.666666666666666,0.0,0.0,19.833333333333332,9.0,27.8,0.0,5.0,24.428571428571427,0.0,0.0,3.6666666666666665,22.5,20.4
SM Harwood,6.0,85.71428571428571,4.5,4.5,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SM Katich,26.33333333333333,128.35595776772246,18.69047619047619,22.0,26.333333333333332,10.0,0.0,47.5,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,3.0,0.0,0.0
SM Pollock,17.0,94.44444444444444,18.58333333333333,16.833333333333332,17.0,31.0,0.0,24.5,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0
SMSM Senanayake,7.0,53.84615384615385,3.1666666666666665,2.1666666666666665,7.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SN Khan,21.83333333333333,109.40476190476193,15.448717948717947,15.112433862433862,21.833333333333332,0.0,25.5,6.0,0.0,30.0,5.0,0.0,9.5,20.0,12.5,0.0,22.0,20.0,0.0,2.0,7.5,0.0,19.0
SN Thakur,24.0,126.3157894736842,7.804029304029304,7.380392156862745,24.0,0.0,0.0,7.0,0.0,1.25,0.0,0.0,13.333333333333334,2.0,9.285714285714286,0.0,9.333333333333334,4.0,0.0,0.0,21.5,1.0,8.75
SO Hetmyer,18.166666666666668,98.99656548779356,19.086111111111112,19.327817460317466,18.166666666666668,0.0,18.0,0.0,0.0,20.0,8.5,0.0,11.375,22.0,12.375,0.0,31.2,24.666666666666668,0.0,0.0,22.25,18.5,22.0
SP Fleming,14.0,111.17647058823528,21.428571428571427,22.0,0.0,14.0,0.0,28.5,0.0,0.0,1.0,0.0,32.0,0.0,26.0,0.0,0.0,3.5,0.0,0.0,45.0,0.0,0.0
SP Goswami,9.0,95.32163742690057,10.112962962962964,15.25,9.0,3.0,0.0,30.666666666666668,0.0,0.0,10.0,0.0,26.6,0.0,5.25,6.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0
SP Jackson,3.0,100.0,7.071428571428571,8.0,3.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,8.0,10.0,0.0,0.0,0.0,11.5
SP Narine,9.461538461538462,110.879917184265,15.454876373626371,17.133981926103775,9.461538461538462,0.0,19.6,7.2,22.0,2.5,17.0,0.0,0.0,26.2,4.25,0.0,20.25,19.76923076923077,8.0,0.0,23.2,28.5,8.4375
SPD Smith,26.416666666666668,112.64798030542916,27.16563852813853,25.64606227106227,26.416666666666668,36.5,25.0,24.75,38.25,0.0,24.083333333333332,0.0,22.25,0.0,31.4,0.0,16.5,27.5,0.0,0.0,25.428571428571427,0.0,27.90909090909091
SR Tendulkar,30.666666666666668,92.40283699870166,36.13583333333333,30.71751207729469,30.666666666666668,28.75,0.0,29.4,0.0,0.0,27.0,100.0,32.6,0.0,0.0,30.4,0.0,34.125,0.0,0.0,22.416666666666668,0.0,26.0
SR Watson,40.0,140.07067636203666,26.122117860353157,29.94905909506315,40.0,20.0,28.8,29.76923076923077,2.3333333333333335,0.0,26.41176470588235,34.5,29.941176470588236,0.0,21.181818181818183,41.25,0.0,33.166666666666664,14.0,18.5,20.533333333333335,0.0,31.444444444444443
SS Cottrell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SS Iyer,22.307692307692307,91.4341535329577,26.99078699078699,29.33643020698724,22.307692307692307,0.0,36.75,0.0,55.0,12.0,27.09090909090909,0.0,32.857142857142854,29.25,21.555555555555557,0.0,27.0,33.27272727272727,3.0,8.0,25.333333333333332,44.5,26.944444444444443
SS Prabhudessai,26.5,162.3015873015873,12.25,12.095238095238097,26.5,0.0,6.0,0.0,0.0,0.0,0.0,0.0,17.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,15.0
SS Shaikh,6.0,85.71428571428571,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
SS Tiwary,19.4,94.4059740339881,21.16768707482993,18.537523809523808,19.4,17.6,15.0,24.666666666666668,1.0,0.0,10.4,26.0,19.5,0.0,22.666666666666668,28.0,45.0,25.714285714285715,0.0,0.0,29.4,0.0,12.0
ST Jayasuriya,47.5,169.60691823899373,25.557142857142857,25.203125,47.5,15.0,0.0,26.75,0.0,0.0,6.25,0.0,31.0,0.0,0.0,0.0,0.0,19.2,0.0,0.0,33.2,0.0,0.0
STR Binny,21.625,127.36323432535067,13.094675925925925,13.861785714285714,21.625,7.0,9.5,14.6,21.0,0.0,13.6,0.0,7.2,0.0,13.666666666666666,13.0,0.0,0.0,9.5,0.0,13.333333333333334,0.0,13.11111111111111
SV Samson,15.266666666666667,79.65177133655395,28.592520703933747,27.84637521675337,15.266666666666667,0.0,26.2,25.0,22.75,38.333333333333336,32.0,0.0,26.45,40.0,26.130434782608695,10.0,32.285714285714285,0.0,52.0,15.0,18.238095238095237,43.0,34.82608695652174
SW Billings,25.0,113.63636363636364,18.88095238095238,17.892857142857142,25.0,0.0,15.0,1.0,0.0,4.0,14.0,0.0,43.666666666666664,36.0,10.0,0.0,24.0,15.0,24.0,24.0,13.0,0.0,15.666666666666666
SW Tait,1.0,100.0,4.6,4.6,1.0,0.0,0.0,11.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
SZ Mulani,1.0,100.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sachin Baby,12.0,120.0,13.678571428571429,13.180555555555555,0.0,0.0,0.0,12.0,0.0,0.0,33.0,0.0,11.5,0.0,25.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,12.25
Salman Butt,73.0,130.35714285714286,29.58333333333333,16.5625,73.0,4.0,0.0,48.0,0.0,0.0,24.0,0.0,0.0,0.0,13.0,0.0,0.0,15.5,0.0,0.0,0.0,0.0,0.0
Sameer Rizvi,0.0,0.0,10.2,5.888888888888889,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,1.0,0.0,0.0,21.0,15.0,0.0,0.0,0.0,0.0,0.0
Sandeep Sharma,1.0,37.5,2.131818181818182,2.2142857142857144,1.0,0.0,1.0,1.5,1.0,2.0,0.0,0.0,1.5,0.0,1.25,0.0,0.0,8.0,0.0,0.0,4.2,0.0,2.0
Sanvir Singh,7.0,116.66666666666669,4.75,5.166666666666667,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
Saurav Chauhan,9.0,100.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0
Shahbaz Ahmed,15.8,108.28070175438596,17.36714285714286,14.860416666666666,15.8,0.0,28.0,0.0,0.0,12.0,0.0,0.0,9.571428571428571,26.0,4.0,0.0,7.833333333333333,18.8,0.0,0.0,0.0,40.0,11.666666666666666
Shahid Afridi,10.5,191.66666666666669,7.916666666666667,12.04,10.5,0.0,0.0,17.5,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,0.0,0.0,1.0,0.0,0.0
Shakib Al Hasan,15.5,113.64661654135338,14.672893772893774,12.585964912280703,15.5,0.0,0.0,15.5,23.333333333333332,0.0,16.166666666666668,2.0,21.666666666666668,0.0,10.2,42.0,0.0,16.0,0.0,3.0,21.714285714285715,0.0,3.6666666666666665
Shashank Singh,22.33333333333333,109.43562610229276,21.366666666666667,23.191666666666663,22.333333333333332,0.0,5.0,0.0,0.0,31.333333333333332,0.0,0.0,39.5,9.0,41.0,0.0,0.0,4.5,0.0,0.0,8.0,29.0,24.0
Shivam Mavi,10.0,71.42857142857143,4.0,4.444444444444445,10.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,6.5
Shivam Sharma,1.0,100.0,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
Shivam Singh,2.0,66.66666666666666,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Shoaib Ahmed,1.0,50.0,0.5,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shoaib Akhtar,2.0,25.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shoaib Malik,2.0,66.66666666666666,10.5,15.333333333333334,2.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0
Shubman Gill,30.13333333333333,116.67412683442832,31.036828449328446,29.705590062111803,30.133333333333333,0.0,28.583333333333332,21.5,0.0,0.0,41.8,0.0,31.666666666666668,35.2,36.666666666666664,0.0,44.57142857142857,34.15384615384615,0.0,0.0,26.0,9.0,33.166666666666664
Sikandar Raza,13.0,162.5,17.0,19.5,13.0,0.0,11.0,0.0,0.0,15.0,0.0,0.0,16.0,46.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,16.5
Simarjeet Singh,2.0,66.66666666666666,2.333333333333333,2.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0
Sohail Tanvir,9.0,100.0,7.0,7.125,9.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,8.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sumit Kumar,9.0,100.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,7.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Sunny Gupta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sunny Singh,20.0,181.8181818181818,8.6,7.625,20.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,5.0,0.0,0.0,4.0,0.0,0.0
Swapnil Singh,0.0,0.0,5.928571428571429,5.428571428571429,0.0,0.0,0.0,0.0,0.0,8.5,0.0,0.0,1.0,0.0,0.0,0.0,1.0,9.0,10.0,0.0,0.0,0.0,12.0
T Banton,9.0,91.07142857142856,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0
T Henderson,0.0,0.0,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0
T Kohler-Cadmore,18.0,78.26086956521739,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,20.0,10.0
T Kohli,3.0,100.0,3.6666666666666665,3.6666666666666665,3.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T Natarajan,0.0,0.0,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
T Shamsi,2.0,50.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T Stubbs,6.25,36.30952380952381,23.694444444444443,19.322222222222223,6.25,0.0,0.0,0.0,0.0,26.0,0.0,0.0,29.0,36.0,59.5,0.0,5.0,42.5,0.0,0.0,0.0,3.0,6.0
T Taibu,9.0,180.0,10.333333333333334,10.0,0.0,9.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0
T Thushara,8.0,100.0,3.0,3.0,0.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
TA Boult,2.333333333333333,100.0,3.6944444444444446,4.622222222222222,2.3333333333333335,0.0,2.0,0.0,0.0,8.666666666666666,0.0,0.0,0.0,9.5,1.75,0.0,6.5,0.0,0.0,0.0,2.5,0.0,0.0
TD Paine,2.0,22.22222222222222,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0
TG Southee,20.0,119.23076923076924,6.777777777777778,6.316666666666666,20.0,0.0,4.0,4.0,25.0,1.0,1.0,0.0,0.0,0.0,2.3333333333333335,0.0,0.0,14.0,7.0,0.0,1.0,0.0,2.0
TH David,12.6,131.89610389610388,18.701851851851853,14.61904761904762,12.6,0.0,28.2,0.0,0.0,12.4,0.0,0.0,15.25,26.666666666666668,0.0,0.0,19.333333333333332,17.2,0.0,0.0,2.0,0.0,34.666666666666664
TK Curran,4.0,50.37037037037037,16.666666666666668,13.166666666666666,4.0,0.0,0.0,2.0,0.0,0.0,2.5,0.0,54.0,0.0,16.5,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0
TL Seifert,3.0,60.0,8.666666666666666,8.666666666666666,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,21.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
TL Suman,17.2,105.0,17.921666666666667,18.8515873015873,17.2,9.5,0.0,16.8,0.0,0.0,17.666666666666668,0.0,11.8,0.0,17.25,36.0,0.0,18.8,0.0,0.0,22.2,0.0,12.0
TM Dilshan,15.8,79.03703703703704,20.668434343434345,22.27027629233512,15.8,32.875,0.0,5.0,0.0,0.0,8.5,26.5,21.4,0.0,21.77777777777778,26.25,0.0,28.75,0.0,0.0,35.5,0.0,5.0
TM Head,22.0,157.4404761904762,30.516666666666666,27.36805555555556,22.0,0.0,89.0,2.0,15.0,19.0,11.0,0.0,25.0,89.0,39.75,0.0,10.5,46.0,2.0,6.0,0.0,51.5,30.0
TM Srivastava,7.0,77.77777777777779,2.6666666666666665,2.6666666666666665,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TR Birt,4.0,44.44444444444444,12.875,14.375,0.0,4.0,0.0,0.0,0.0,0.0,16.0,23.5,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
