batter,avg_total_runs,avg_strike_rate,avg_runs_vs_Chennai Super Kings,avg_runs_vs_Deccan Chargers,avg_runs_vs_Delhi Capitals,avg_runs_vs_Delhi Daredevils,avg_runs_vs_Gujarat Lions,avg_runs_vs_Gujarat Titans,avg_runs_vs_Kings XI Punjab,avg_runs_vs_Kochi Tuskers Kerala,avg_runs_vs_Kolkata Knight Riders,avg_runs_vs_Lucknow Super Giants,avg_runs_vs_Mumbai Indians,avg_runs_vs_Pune Warriors,avg_runs_vs_Punjab Kings,avg_runs_vs_Rajasthan Royals,avg_runs_vs_Rising Pune Supergiant,avg_runs_vs_Rising Pune Supergiants,avg_runs_vs_Royal Challengers Bangalore,avg_runs_vs_Royal Challengers Bengaluru,avg_runs_vs_Sunrisers Hyderabad,avg_runs_at_stadium,avg_runs_vs_team
A Ashish Reddy,15.0,141.66666666666666,15.0,0.0,0.0,12.0,0.0,0.0,12.333333333333334,0.0,8.5,0.0,13.5,13.0,0.0,12.333333333333334,0.0,0.0,11.0,0.0,0.0,14.445454545454547,12.208333333333332
A Badoni,33.666666666666664,141.77944862155388,33.666666666666664,0.0,22.25,0.0,0.0,22.2,0.0,0.0,21.0,0.0,10.75,0.0,15.0,5.0,0.0,0.0,15.666666666666666,0.0,37.0,19.683566433566433,18.253333333333334
A Chandila,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,2.0
A Chopra,17.5,75.5,0.0,17.5,0.0,13.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,10.416666666666668,7.1
A Choudhary,15.0,125.0,0.0,0.0,0.0,0.0,15.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,7.75,8.333333333333334
A Dananjaya,4.0,80.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0
A Flintoff,16.0,88.88888888888889,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,20.666666666666668,20.666666666666668
A Kamboj,2.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
A Kumble,1.5,110.0,1.5,1.3333333333333333,0.0,1.0,0.0,0.0,2.25,0.0,0.0,0.0,3.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,2.242424242424242,2.847222222222222
A Manohar,12.0,100.0,12.0,0.0,11.666666666666666,0.0,0.0,0.0,0.0,0.0,8.0,9.0,22.0,0.0,0.0,23.666666666666668,0.0,0.0,0.0,0.0,17.5,11.038888888888888,14.833333333333334
A Mishra,7.25,109.58198051948052,7.25,1.5,0.0,11.0,8.0,0.0,4.5,0.0,7.75,0.0,8.8,15.0,0.0,4.285714285714286,13.0,0.0,9.0,0.0,1.0,7.494386446886447,7.006593406593407
A Mithun,11.0,137.5,11.0,0.0,0.0,2.5,0.0,0.0,8.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3,5.875
A Mukund,9.5,43.18181818181818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5,0.0,0.0,0.0,0.0,0.0,9.5,9.5
A Nehra,0.5,25.0,0.5,22.0,0.0,1.0,0.0,0.0,1.2,0.0,0.5,0.0,0.5,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,2.7962962962962963,3.8555555555555556
A Nortje,0.5,7.142857142857142,0.5,0.0,0.0,0.0,0.0,3.5,3.0,0.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,1.5,4.472222222222222,5.0625
A Raghuvanshi,24.0,133.33333333333331,24.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,19.5,13.0,0.0,0.0,30.0,0.0,0.0,0.0,3.0,0.0,27.266666666666666,23.916666666666668
A Singh,1.0,50.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.375
A Symonds,32.75,105.89805097451274,32.75,26.0,0.0,28.333333333333332,0.0,0.0,25.666666666666668,0.0,25.0,0.0,11.0,9.5,0.0,40.2,0.0,0.0,25.0,0.0,0.0,30.06851851851852,24.827777777777776
A Tomar,4.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0
A Uniyal,4.0,66.66666666666666,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
A Zampa,1.0,100.0,1.0,0.0,0.0,5.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.625,3.0
AA Bilakhia,12.0,85.71428571428571,12.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,11.0,0.0,0.0,7.4,10.125
AA Chavan,7.0,116.66666666666669,0.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0
AA Jhunjhunwala,6.333333333333333,152.77777777777774,6.333333333333333,11.0,0.0,19.666666666666668,0.0,0.0,9.5,0.0,45.0,0.0,15.333333333333336,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,11.983333333333334,16.547619047619047
AA Kulkarni,9.0,128.57142857142858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,4.5
AA Noffke,9.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0
AB Agarkar,7.666666666666668,115.02645502645503,7.666666666666668,7.5,0.0,28.0,0.0,0.0,5.0,0.0,0.0,0.0,8.0,0.0,0.0,9.75,0.0,0.0,6.0,0.0,0.0,11.516666666666666,10.273809523809524
AB Barath,7.0,70.0,0.0,7.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0
AB Dinda,2.0,100.0,2.0,2.0,0.0,7.0,0.0,0.0,2.0,0.0,0.0,0.0,0.75,0.0,0.0,0.5,0.0,0.0,2.3333333333333335,0.0,0.0,1.375,2.0729166666666665
AB McDonald,8.0,114.28571428571428,8.0,0.0,0.0,15.0,0.0,0.0,8.5,0.0,0.0,0.0,33.0,0.0,0.0,14.0,0.0,0.0,10.5,0.0,0.0,13.375,14.833333333333334
AB de Villiers,21.28,107.02267839687194,21.28,21.857142857142858,29.83333333333333,45.44444444444444,58.25,0.0,33.80952380952381,54.0,24.857142857142858,0.0,32.958333333333336,29.8,13.0,32.6,16.0,42.0,28.75,0.0,31.764705882352942,31.820061771835167,32.2627891573296
AC Blizzard,1.0,14.285714285714285,0.0,1.0,0.0,18.5,0.0,0.0,15.0,0.0,51.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,12.133333333333333,16.916666666666668
AC Gilchrist,25.5,117.34459459459458,25.5,56.0,0.0,26.75,0.0,0.0,23.5,9.0,24.636363636363637,0.0,26.0,8.333333333333334,0.0,25.5,0.0,0.0,33.54545454545455,0.0,26.0,23.329106280193237,25.887741046831955
AC Thomas,1.0,50.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,3.5,5.0
AC Voges,20.0,105.26315789473684,20.0,0.0,0.0,15.0,0.0,0.0,45.0,0.0,22.5,0.0,28.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,24.9,26.416666666666668
AD Hales,2.0,22.22222222222222,2.0,0.0,0.0,29.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,21.0,0.0,0.0,24.6,24.375
AD Mascarenhas,8.0,100.0,8.0,0.0,0.0,6.0,0.0,0.0,4.0,0.0,12.0,0.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.481481481481482,6.125
AD Mathews,27.0,84.78869808793083,27.0,34.5,0.0,26.5,0.0,0.0,11.4,0.0,25.2,0.0,10.2,0.0,0.0,16.0,0.0,0.0,9.142857142857142,0.0,18.5,20.152210884353742,19.826984126984126
AD Nath,24.0,120.0,24.0,0.0,19.0,0.0,0.0,0.0,1.5,0.0,13.0,0.0,7.0,0.0,0.0,9.0,0.0,0.0,3.0,0.0,5.0,8.75,10.1875
AD Russell,24.692307692307693,135.0384156905896,24.692307692307693,0.0,34.0,26.75,0.0,27.666666666666668,31.375,0.0,4.0,17.25,17.0,0.0,36.2,16.666666666666668,0.0,17.0,28.285714285714285,27.0,20.333333333333332,22.821626984126986,23.444263474620616
AF Milne,15.0,88.23529411764706,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,3.1,3.9
AG Murtaza,3.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,3.3333333333333335,3.3333333333333335
AG Paunikar,20.0,105.26315789473684,0.0,20.0,0.0,5.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.222222222222221,9.25
AJ Finch,19.25,105.69723151244891,19.25,0.0,8.0,35.5,0.0,0.0,24.3,0.0,24.23076923076923,14.0,26.8,25.0,0.0,22.5,23.0,50.0,21.818181818181817,0.0,19.272727272727273,25.854190476190478,22.40511988011988
AJ Hosein,16.0,145.45454545454547,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0
AJ Turner,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.8333333333333335,4.3
AJ Tye,1.5,37.5,1.5,0.0,6.0,3.0,0.0,0.0,22.0,0.0,7.0,0.0,25.0,0.0,0.0,1.0,0.0,0.0,4.333333333333333,0.0,4.0,5.2407407407407405,8.203703703703704
AK Markram,24.8,137.23073073073073,24.8,0.0,13.5,0.0,0.0,23.75,0.0,0.0,35.285714285714285,13.333333333333336,24.2,0.0,24.75,22.5,0.0,0.0,19.666666666666668,19.5,27.0,22.056597222222223,22.57142857142857
AL Menaria,11.5,71.05392156862746,11.5,21.0,0.0,8.333333333333334,0.0,0.0,22.666666666666668,31.0,22.25,0.0,15.0,23.5,0.0,0.0,0.0,0.0,8.0,0.0,0.0,18.805555555555557,18.13888888888889
AM Nayar,18.375,101.69604700854701,18.375,16.5,0.0,8.4,0.0,0.0,15.666666666666666,0.0,4.333333333333333,0.0,10.333333333333334,18.0,0.0,15.333333333333334,0.0,0.0,11.875,0.0,7.666666666666667,13.507142857142858,12.648333333333333
AM Rahane,19.8125,102.76681855725974,19.8125,16.666666666666668,36.2,42.3125,19.5,14.25,26.764705882352942,8.0,25.681818181818183,18.5,28.480000000000004,34.6,16.666666666666668,11.8,0.0,0.0,32.61904761904762,30.0,23.9,23.112051978228447,23.867876765679533
AN Ahmed,4.0,225.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,4.0,5.625,6.4
AN Ghosh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,3.5,3.5
AP Dole,4.0,100.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,17.0
AP Majumdar,17.0,77.27272727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,19.5,0.0,0.0,31.0,0.0,0.0,17.5,22.5
AP Tare,7.8,80.21052631578947,7.8,0.0,0.0,13.0,0.0,0.0,11.25,0.0,8.5,0.0,0.0,0.0,0.0,30.75,0.0,8.0,14.666666666666666,0.0,7.0,11.91170634920635,10.096666666666666
AR Bawne,12.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0
AR Patel,11.285714285714286,116.06915933528838,11.285714285714286,0.0,0.0,24.666666666666668,10.0,34.25,3.5,0.0,9.529411764705882,24.0,16.0,0.0,13.0,9.916666666666666,23.0,1.0,14.76923076923077,57.0,15.615384615384615,13.978038194444444,17.835538317891256
AS Joseph,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,1.0,0.0,7.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,5.4
AS Rajpoot,2.0,50.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,2.6666666666666665,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,3.7142857142857144,4.133333333333333
AS Raut,9.333333333333334,108.57142857142857,9.333333333333334,12.333333333333334,0.0,11.0,0.0,0.0,9.0,0.0,11.333333333333334,0.0,20.0,0.0,0.0,0.0,0.0,0.0,18.5,0.0,0.0,11.55,13.071428571428571
AS Roy,3.0,100.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,0.0,0.0,0.0,0.0,13.0,4.333333333333333,4.333333333333333
AS Yadav,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,5.5,0.0,0.0,7.333333333333333,8.7
AT Carey,4.0,57.14285714285714,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,10.666666666666666,10.666666666666666
AT Rayudu,18.823529411764707,105.84006250027922,18.823529411764707,18.0,20.22222222222222,27.9375,20.0,23.5,21.0,53.0,21.285714285714285,27.0,24.142857142857142,18.4,23.75,18.85,7.333333333333333,22.0,30.333333333333332,0.0,30.5,25.87753710575139,23.67102720717917
AU Rashid,4.0,133.33333333333331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0
AUK Pathan,14.0,233.33333333333331,14.0,4.0,0.0,0.0,0.0,0.0,3.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.625,6.6
Abdul Basith,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
Abdul Samad,15.0,122.4867724867725,15.0,0.0,22.8,0.0,0.0,16.5,7.5,0.0,17.857142857142858,19.333333333333332,8.2,0.0,12.333333333333336,12.6,0.0,0.0,0.5,23.5,0.0,14.783333333333333,14.193073593073592
Abdur Razzak,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Abhishek Sharma,31.375,151.91862535612535,31.375,0.0,19.0,0.0,0.0,35.25,8.5,0.0,14.666666666666666,31.666666666666668,16.22222222222222,0.0,39.0,18.166666666666668,0.0,0.0,18.857142857142858,32.5,0.0,23.975925925925928,24.109487734487736
Abishek Porel,9.0,128.57142857142858,9.0,0.0,0.0,0.0,0.0,17.5,0.0,0.0,9.0,58.0,26.0,0.0,32.0,27.0,0.0,0.0,5.0,2.0,42.0,18.555555555555557,22.75
Akash Deep,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.333333333333333,6.333333333333333
Akash Madhwal,4.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0
Aman Hakim Khan,4.5,51.81818181818181,4.5,0.0,0.0,0.0,0.0,29.5,0.0,0.0,0.0,4.0,0.0,0.0,16.0,0.0,0.0,0.0,18.0,0.0,4.5,13.107142857142858,10.928571428571429
Anirudh Singh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,40.0,0.0,0.0,12.0,15.75
Ankit Sharma,15.0,99.53703703703702,15.0,0.0,0.0,1.0,25.0,0.0,0.0,0.0,1.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,9.25,8.25
Ankit Soni,7.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3333333333333335,2.3333333333333335
Anmolpreet Singh,8.0,57.14285714285713,8.0,0.0,8.0,0.0,0.0,5.0,0.0,0.0,0.0,33.5,0.0,0.0,0.0,14.333333333333334,0.0,0.0,0.0,0.0,0.0,14.8125,13.766666666666666
Anuj Rawat,30.0,129.80769230769232,30.0,0.0,7.666666666666667,0.0,0.0,23.0,0.0,0.0,1.0,8.0,36.0,0.0,16.0,27.5,0.0,0.0,0.0,0.0,12.5,17.78030303030303,17.962962962962965
Anureet Singh,10.0,50.0,10.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,5.142857142857143,4.5
Arjun Tendulkar,13.0,144.44444444444443,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0
Arshad Khan,1.5,50.0,1.5,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,19.0,13.875
Arshad Khan (2),5.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0
Arshdeep Singh,5.5,59.803921568627445,0.0,0.0,5.5,0.0,0.0,10.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.3333333333333333,2.0555555555555554,3.5555555555555554
Ashutosh Sharma,3.0,30.0,3.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,61.0,0.0,0.0,24.0,0.0,0.0,0.0,8.0,17.5,17.5,21.75
Atharva Taide,13.0,76.47058823529412,13.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,29.0,0.0,0.0,17.0,0.0,0.0,4.0,0.0,46.0,25.0,28.142857142857142
Avesh Khan,7.0,233.33333333333331,0.0,0.0,7.0,0.0,0.0,12.0,4.0,0.0,5.0,0.0,0.0,0.0,2.5,4.0,0.0,0.0,0.0,0.0,0.0,4.25,4.928571428571429
Azhar Mahmood,11.666666666666666,127.10622710622712,11.666666666666666,22.5,0.0,18.0,0.0,0.0,0.0,0.0,1.0,0.0,33.0,0.0,0.0,17.666666666666668,0.0,0.0,32.0,0.0,4.0,15.75,15.537037037037036
Azmatullah Omarzai,11.0,100.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5,10.5
B Akhil,2.6666666666666665,50.793650793650784,2.6666666666666665,27.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,8.5625,8.444444444444445
B Chipli,11.666666666666664,97.03703703703702,11.666666666666664,10.0,0.0,8.25,0.0,0.0,14.0,4.0,30.0,0.0,4.5,13.0,0.0,6.0,0.0,0.0,61.0,0.0,0.0,13.952380952380953,16.241666666666667
B Indrajith,6.0,75.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,5.25,7.0
B Kumar,7.8,84.63589743589743,7.8,4.0,4.0,7.0,0.0,27.0,4.5,0.0,3.928571428571428,1.5,3.5,0.0,3.3333333333333335,4.5,0.0,11.0,3.2222222222222223,13.0,1.5,4.60200138026225,6.2365079365079366
B Laughlin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.25,1.0
B Lee,6.0,85.71428571428571,6.0,7.0,0.0,6.75,0.0,0.0,0.0,1.0,7.0,0.0,7.25,0.0,0.0,10.0,0.0,0.0,4.5,0.0,0.0,6.173076923076923,6.1875
B Sai Sudharsan,64.5,159.27170868347338,64.5,0.0,46.33333333333334,0.0,0.0,0.0,0.0,0.0,53.0,31.0,34.0,0.0,36.6,27.5,0.0,0.0,20.0,45.0,34.333333333333336,33.375,39.22666666666667
B Stanlake,5.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0
B Sumanth,16.0,84.21052631578947,16.0,0.0,0.0,7.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,8.75,8.75
BA Bhatt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0
BA Stokes,29.8,145.78359262569788,29.8,0.0,24.5,13.0,64.0,7.0,26.4,0.0,12.5,8.0,37.0,0.0,0.0,0.0,0.0,0.0,11.25,0.0,15.0,23.15,20.704166666666666
BAW Mendis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,1.0,0.75
BB McCullum,26.11111111111111,106.33052611500888,26.11111111111111,7.2,0.0,20.333333333333332,0.0,0.0,21.307692307692307,0.0,28.583333333333332,0.0,29.6875,27.666666666666668,0.0,15.9,47.0,46.0,37.93333333333333,0.0,30.571428571428573,22.647597402597402,28.19119988807489
BB Samantray,5.0,41.66666666666667,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,19.5,0.0,34.5,0.0,0.0,2.0,0.0,0.0,13.055555555555555,13.2
BB Sran,0.5,50.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.25,1.375
BCJ Cutting,2.5,62.5,0.0,0.0,2.5,22.5,8.0,0.0,11.0,0.0,13.0,0.0,20.0,0.0,0.0,11.5,0.0,0.0,22.333333333333332,0.0,9.0,14.444444444444445,13.314814814814815
BE Hendricks,1.0,50.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5
BJ Haddin,18.0,163.63636363636363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,18.0,18.0
BJ Hodge,23.25,91.30140692640693,23.25,28.0,0.0,12.714285714285714,0.0,0.0,23.5,0.0,27.8,0.0,32.75,19.75,0.0,14.833333333333336,0.0,0.0,18.333333333333332,0.0,21.0,25.86,22.19309523809524
BJ Rohrer,4.0,66.66666666666666,4.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,10.0,0.0,0.0,10.0,0.0,64.0,0.0,0.0,23.0,0.0,0.0,25.928571428571427,26.666666666666668
BMAJ Mendis,12.0,70.58823529411765,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,7.666666666666667,7.666666666666667
BR Dunk,5.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,20.0,15.0,13.333333333333334
BR Sharath,2.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
Basil Thampi,1.0,100.0,0.0,0.0,1.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,2.0,0.0,0.0,0.0,13.0,4.666666666666667,4.916666666666667
Bipul Sharma,7.0,140.0,7.0,8.0,0.0,0.0,27.0,0.0,0.0,0.0,11.0,0.0,3.5,35.0,0.0,9.5,8.0,5.0,5.0,0.0,0.0,10.95,11.9
C Green,18.5,132.72727272727272,18.5,0.0,24.5,0.0,0.0,16.75,0.0,0.0,13.333333333333334,18.0,0.0,0.0,34.75,25.333333333333332,0.0,0.0,3.5,0.0,67.0,23.015151515151516,24.62962962962963
C Madan,15.0,71.42857142857143,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0
C Munro,26.5,137.5,26.5,0.0,0.0,0.0,0.0,0.0,4.0,0.0,33.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,18.416666666666668,14.5
C Nanda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C Sakariya,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,6.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,2.4,3.1666666666666665
C de Grandhomme,7.666666666666667,107.93650793650794,7.666666666666667,0.0,0.0,2.0,0.0,0.0,11.0,0.0,11.0,0.0,13.5,0.0,0.0,2.0,36.0,0.0,15.5,0.0,21.833333333333332,12.375,13.38888888888889
CA Ingram,3.3333333333333335,59.44444444444445,3.3333333333333335,0.0,0.0,0.0,0.0,0.0,28.5,0.0,12.0,0.0,24.0,13.0,0.0,7.5,0.0,0.0,16.5,0.0,5.0,16.46938775510204,13.729166666666668
CA Lynn,29.0,123.05424528301889,29.0,0.0,20.0,18.0,93.0,0.0,42.333333333333336,0.0,0.0,0.0,25.625,0.0,0.0,19.833333333333332,0.0,0.0,33.75,0.0,36.0,36.645833333333336,35.282407407407405
